"eNB","cell","radio","lat","lon","lat_1_re","lon_1_re"
"29763","48","2.6GHz","37:33.52/075","127:04.08/963",37.55125,127.069156
"29763","5","800MHz","37:33.47/91 ","127:4.13/19 ",37.565167,127.070331
"29763","7","800MHz","37:33.56/441","127:4.1/552",37.55735,127.067098
"29763","8","800MHz","37:33.52/64 ","127:4.8/9  ",37.560667,127.069139
"29764","1","800MHz","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","11","1.8GHz(20M)","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","12","1.8GHz(20M)","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","14","1.8GHz(20M)","37:34.47/246","127:4.32/768",37.570767,127.075769
"29764","15","1.8GHz(20M)","37:33.56/60 ","127:4.1/52 ",37.56,127.067089
"29764","17","1.8GHz(20M)","37:34.32/72 ","127:4.20/30 ",37.578667,127.072306
"29764","18","1.8GHz(20M)","37:34.31/24 ","127:4.25/86 ",37.570667,127.07385
"29764","2","800MHz","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","21","2.1GHz(20M)","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","22","2.1GHz(20M)","37:34.45/100","127:4.26/650",37.568333,127.074069
"29764","24","2.1GHz(20M)","37:34.47/246","127:4.32/768",37.570767,127.075769
"29764","25","2.1GHz(20M)","37:33.56/600","127:4.2/520",37.56,127.067367
"29764","27","2.1GHz(20M)","37:34.32/720","127:4.20/300",37.578667,127.072306
"29764","28","2.1GHz(20M)","37:34.31/240","127:4.25/860",37.570667,127.07385
"29764","4","800MHz","37:34.47/246","127:4.32/768",37.570767,127.075769
"29764","44","2.6GHz","37:34.47/246","127:04.32/768",37.570767,127.075769
"29764","45","2.6GHz","37:33.56/546","127:04.01/703",37.5591,127.06714
"29764","47","2.6GHz","37:34.32/794","127:04.20/651",37.5799,127.072403
"29764","48","2.6GHz","37:34.31/026","127:04.25/185",37.5671,127.073662
"29764","5","800MHz","37:33.56/60 ","127:4.1/52 ",37.56,127.067089
"29764","7","800MHz","37:34.32/72 ","127:4.20/30 ",37.578667,127.072306
"29764","8","800MHz","37:34.31/24 ","127:4.25/86 ",37.570667,127.07385
"29765","1","800MHz","37:35.2/220","127:3.12/700",37.587,127.053528
"29765","11","1.8GHz(20M)","37:35.2/209","127:3.12/963",37.586817,127.053601
"29765","12","1.8GHz(20M)","37:35.2/209","127:3.12/963",37.586817,127.053601
"29765","14","1.8GHz(20M)","37:35.2/209","127:3.12/963",37.586817,127.053601
"29765","15","1.8GHz(20M)","37:35.9/48 ","127:3.4/514",37.591333,127.051254
"29765","17","1.8GHz(20M)","37:35.2/991","127:3.4/747",37.59985,127.051319
"29765","18","1.8GHz(20M)","37:34.54/63 ","127:3.3/90 ",37.577167,127.051083
"29765","2","800MHz","37:35.2/220","127:3.12/700",37.587,127.053528
"29765","21","2.1GHz(20M)","37:35.2/229","127:3.12/963",37.58715,127.053601
"29765","22","2.1GHz(20M)","37:35.2/221","127:3.12/701",37.587017,127.053528
"29765","24","2.1GHz(20M)","37:35.2/221","127:3.12/701",37.587017,127.053528
"29765","25","2.1GHz(20M)","37:35.9/48 ","127:3.4/514",37.591333,127.051254
"29765","27","2.1GHz(20M)","37:35.5/430","127:3.4/310",37.5905,127.051197
"29765","28","2.1GHz(20M)","37:34.54/630","127:3.3/900",37.577167,127.051083
"29765","4","800MHz","37:35.2/220","127:3.12/700",37.587,127.053528
"29765","45","2.6GHz","37:35.09/048","127:03.04/514",37.584133,127.051254
"29765","5","800MHz","37:35.9/48 ","127:3.4/514",37.591333,127.051254
"29765","7","800MHz","37:35.3/43 ","127:3.4/31 ",37.5905,127.051197
"29765","8","800MHz","37:34.54/63 ","127:3.3/90 ",37.577167,127.051083
"29766","1","800MHz","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","11","1.8GHz(20M)","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","12","1.8GHz(20M)","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","14","1.8GHz(20M)","37:33.44/119","127:04.01/836",37.551983,127.067177
"29766","15","1.8GHz(20M)","37:33.45/861","127:4.17/843",37.56435,127.071623
"29766","17","1.8GHz(20M)","37:33.48/13 ","127:4.0/95 ",37.552167,127.066931
"29766","18","1.8GHz(20M)","37:33.49/222","127:3.59/95 ",37.5537,127.066653
"29766","2","800MHz","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","21","2.1GHz(20M)","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","22","2.1GHz(20M)","37:33.43/110","127:3.55/510",37.551833,127.065419
"29766","24","2.1GHz(20M)","37:33.44/119","127:04.01/836",37.551983,127.067177
"29766","25","2.1GHz(20M)","37:33.45/830","127:4.17/790",37.563833,127.071608
"29766","27","2.1GHz(20M)","37:33.48/130","127:4.0/950",37.552167,127.066931
"29766","28","2.1GHz(20M)","37:33.49/222","127:3.59/95 ",37.5537,127.066653
"29766","4","800MHz","37:33.44/119","127:04.01/836",37.551983,127.067177
"29766","41","2.6GHz","37:33.43/411","127:03.55/404",37.55685,127.06539
"29766","42","2.6GHz","37:33.43/411","127:03.55/404",37.55685,127.06539
"29766","47","2.6GHz","37:33.48/124","127:04.00/918",37.552067,127.066922
"29766","5","800MHz","37:33.45/44 ","127:4.17/91 ",37.557333,127.071642
"29766","7","800MHz","37:33.48/13 ","127:4.0/95 ",37.552167,127.066931
"29766","8","800MHz","37:33.49/222","127:3.59/95 ",37.5537,127.066653
"29767","1","800MHz","37:34.26/91 ","127:3.24/69 ",37.581833,127.056858
"29767","11","1.8GHz(20M)","37:34.21/413","127:3.23/742",37.57355,127.056595
"29767","12","1.8GHz(20M)","37:34.21/413","127:3.23/742",37.57355,127.056595
"29767","14","1.8GHz(20M)","37:34.9/110","127:3.22/70 ",37.5685,127.056306
"29767","15","1.8GHz(20M)","37:34.11/48 ","127:3.27/14 ",37.574667,127.057539
"29767","17","1.8GHz(20M)","37:34.31/55 ","127:3.26/54 ",37.575833,127.057372
"29767","18","1.8GHz(20M)","37:33.50/548","127:3.26/131",37.559133,127.057259
"29767","2","800MHz","37:34.26/910","127:3.24/690",37.581833,127.056858
"29767","21","2.1GHz(20M)","37:34.21/413","127:3.23/742",37.57355,127.056595
"29767","22","2.1GHz(20M)","37:34.21/413","127:3.23/742",37.57355,127.056595
"29767","24","2.1GHz(20M)","37:34.9/110","127:3.22/70 ",37.5685,127.056306
"29767","25","2.1GHz(20M)","37:34.11/480","127:3.27/140",37.574667,127.057539
"29767","27","2.1GHz(20M)","37:34.29/552","127:3.26/546",37.575867,127.057374
"29767","28","2.1GHz(20M)","37:33.50/548","127:3.26/131",37.559133,127.057259
"29767","4","800MHz","37:34.9/110","127:3.22/70 ",37.5685,127.056306
"29767","45","2.6GHz","37:34.11/636","127:03.26/836",37.577267,127.057454
"29767","5","800MHz","37:34.11/48 ","127:3.27/14 ",37.574667,127.057539
"29767","7","800MHz","37:34.29/55 ","127:3.25/54 ",37.575833,127.057094
"29767","8","800MHz","37:33.50/548","127:3.26/131",37.559133,127.057259
"29768","1","800MHz","37:34.20/952","127:4.35/253",37.582533,127.076459
"29768","11","1.8GHz(20M)","37:34.20/952","127:4.35/253",37.582533,127.076459
"29768","12","1.8GHz(20M)","37:34.18/38 ","127:4.33/81 ",37.573,127.076058
"29768","14","1.8GHz(20M)","37:34.32/946","127:04.30/530",37.582433,127.075147
"29768","15","1.8GHz(20M)","37:34.29/560","127:04.36/630",37.576,127.076842
"29768","17","1.8GHz(20M)","37:34.50/31 ","127:4.13/8  ",37.571833,127.0705
"29768","18","1.8GHz(20M)","37:34.58/612","127:4.24/777",37.576867,127.073549
"29768","2","800MHz","37:34.18/38 ","127:4.33/81 ",37.573,127.076058
"29768","22","2.1GHz(20M)","37:34.20/380","127:4.33/810",37.573,127.076058
"29768","24","2.1GHz(20M)","37:34.32/946","127:04.30/530",37.582433,127.075147
"29768","25","2.1GHz(20M)","37:34.30/560","127:04.36/630",37.576,127.076842
"29768","27","2.1GHz(20M)","37:34.50/310","127:4.13/80 ",37.571833,127.0705
"29768","4","800MHz","37:34.32/946","127:04.30/530",37.582433,127.075147
"29768","48","2.6GHz","37:34.59/655","127:04.24/078",37.577583,127.073355
"29768","5","800MHz","37:34.29/560","127:04.36/630",37.576,127.076842
"29768","7","800MHz","37:34.50/31 ","127:4.13/8  ",37.571833,127.0705
"29768","8","800MHz","37:34.58/612","127:4.24/777",37.576867,127.073549
"29769","1","800MHz","37:34.11/19 ","127:4.29/21 ",37.569833,127.074781
"29769","11","1.8GHz(20M)","37:34.11/19 ","127:4.29/21 ",37.569833,127.074781
"29769","12","1.8GHz(20M)","37:34.7/441","127:4.10/739",37.574017,127.06965
"29769","14","1.8GHz(20M)","37:34.9/740","127:4.9/260",37.579,127.069239
"29769","15","1.8GHz(20M)","37:34.12/83 ","127:4.10/47 ",37.5805,127.069575
"29769","17","1.8GHz(20M)","37:34.18/61 ","127:4.7/11 ",37.576833,127.068642
"29769","18","1.8GHz(20M)","37:34.18/924","127:03.59/292",37.582067,127.06647
"29769","2","800MHz","37:34.7/441","127:4.10/739",37.574017,127.06965
"29769","21","2.1GHz(20M)","37:34.10/700","127:4.28/830",37.578333,127.074675
"29769","22","2.1GHz(20M)","37:34.7/441","127:4.10/739",37.574017,127.06965
"29769","24","2.1GHz(20M)","37:34.9/740","127:4.9/260",37.579,127.069239
"29769","25","2.1GHz(20M)","37:34.12/830","127:4.10/470",37.5805,127.069575
"29769","27","2.1GHz(20M)","37:34.18/610","127:4.7/110",37.576833,127.068642
"29769","4","800MHz","37:34.9/740","127:4.9/260",37.579,127.069239
"29769","42","2.6GHz","37:34.07/768","127:04.11/481",37.579467,127.069856
"29769","44","2.6GHz","37:34.09/740","127:04.09/260",37.579,127.069239
"29769","5","800MHz","37:34.12/83 ","127:4.10/47 ",37.5805,127.069575
"29769","7","800MHz","37:34.18/61 ","127:4.7/11 ",37.576833,127.068642
"29769","8","800MHz","37:34.18/924","127:03.59/292",37.582067,127.06647
"29770","1","800MHz","37:34.13/695","127:03.58/994",37.57825,127.066387
"29770","11","1.8GHz(20M)","37:34.13/695","127:03.58/994",37.57825,127.066387
"29770","12","1.8GHz(20M)","37:34.10/59 ","127:3.58/21 ",37.5765,127.066169
"29770","14","1.8GHz(20M)","37:34.4/330","127:3.55/50 ",37.572167,127.065417
"29770","15","1.8GHz(20M)","37:34.3/30 ","127:4.3/2  ",37.571667,127.067556
"29770","17","1.8GHz(20M)","37:34.3/78 ","127:3.53/85 ",37.579667,127.064958
"29770","18","1.8GHz(20M)","37:34.01/266","127:03.56/564",37.5711,127.065712
"29770","2","800MHz","37:34.10/59 ","127:3.58/21 ",37.5765,127.066169
"29770","21","2.1GHz(20M)","37:34.13/695","127:03.58/994",37.57825,127.066387
"29770","22","2.1GHz(20M)","37:34.10/590","127:3.58/210",37.5765,127.066169
"29770","25","2.1GHz(20M)","37:34.3/300","127:4.3/20 ",37.571667,127.067556
"29770","27","2.1GHz(20M)","37:34.3/780","127:3.53/850",37.579667,127.064958
"29770","4","800MHz","37:34.4/330","127:3.55/50 ",37.572167,127.065417
"29770","42","2.6GHz","37:34.10/465","127:03.58/586",37.574417,127.066274
"29770","45","2.6GHz","37:34.03/030","127:04.03/002",37.567167,127.067501
"29770","47","2.6GHz","37:34.02/013","127:03.51/527",37.566883,127.064313
"29770","5","800MHz","37:34.3/300","127:4.3/200",37.571667,127.067556
"29770","7","800MHz","37:34.3/78 ","127:3.53/85 ",37.579667,127.064958
"29770","8","800MHz","37:34.01/266","127:03.56/564",37.5711,127.065712
"29771","1","800MHz","37:33.54/5  ","127:3.46/44 ",37.558333,127.0629
"29771","11","1.8GHz(20M)","37:33.55/5  ","127:3.46/44 ",37.558333,127.0629
"29771","12","1.8GHz(20M)","37:33.54/50 ","127:3.50/810",37.558333,127.064114
"29771","14","1.8GHz(20M)","37:33.46/25 ","127:3.47/24 ",37.554167,127.063122
"29771","15","1.8GHz(20M)","37:33.50/91 ","127:3.50/87 ",37.565167,127.064131
"29771","17","1.8GHz(20M)","37:33.46/860","127:03.39/110",37.564333,127.060864
"29771","18","1.8GHz(20M)","37:33.47/99 ","127:3.30/27 ",37.5665,127.058408
"29771","2","800MHz","37:33.54/50 ","127:3.50/810",37.558333,127.064114
"29771","21","2.1GHz(20M)","37:33.55/50 ","127:3.46/440",37.558333,127.0629
"29771","22","2.1GHz(20M)","37:33.54/50 ","127:3.50/810",37.558333,127.064114
"29771","24","2.1GHz(20M)","37:33.46/23 ","127:3.47/37 ",37.553833,127.063158
"29771","25","2.1GHz(20M)","37:33.50/910","127:3.50/870",37.565167,127.064131
"29771","27","2.1GHz(20M)","37:33.46/860","127:03.39/110",37.564333,127.060864
"29771","28","2.1GHz(20M)","37:33.45/990","127:3.32/270",37.5665,127.058964
"29771","4","800MHz","37:33.46/23","127:3.47/37",37.553833,127.063158
"29771","41","2.6GHz","37:33.55/059","127:03.46/035",37.550983,127.062788
"29771","44","2.6GHz","37:33.46/312","127:03.47/489",37.5552,127.063191
"29771","45","2.6GHz","37:33.50/553","127:03.51/809",37.559217,127.064391
"29771","5","800MHz","37:33.50/91 ","127:3.50/87 ",37.565167,127.064131
"29771","7","800MHz","37:33.46/684","127:03.39/128",37.5614,127.060869
"29771","8","800MHz","37:33.45/99 ","127:3.32/27 ",37.5665,127.058964
"29772","1","800MHz","37:34.35/843","127:3.40/507",37.580717,127.061252
"29772","11","1.8GHz(20M)","37:34.35/912","127:3.41/674",37.581867,127.061576
"29772","14","1.8GHz(20M)","37:34.42/4  ","127:3.39/79 ",37.573333,127.061053
"29772","15","1.8GHz(20M)","37:33.39/352","127:03.45/235",37.555867,127.062565
"29772","17","1.8GHz(20M)","37:34.40/917","127:3.50/139",37.58195,127.063928
"29772","18","1.8GHz(20M)","37:34.44/187","127:3.57/847",37.569783,127.066069
"29772","21","2.1GHz(20M)","37:34.35/843","127:3.40/507",37.580717,127.061252
"29772","24","2.1GHz(20M)","37:34.41/101","127:3.38/917",37.56835,127.06081
"29772","25","2.1GHz(20M)","37:33.39/352","127:03.45/235",37.555867,127.062565
"29772","27","2.1GHz(20M)","37:34.40/917","127:3.50/139",37.58195,127.063928
"29772","28","2.1GHz(20M)","37:34.44/440","127:3.57/400",37.574,127.065944
"29772","4","800MHz","37:34.41/101","127:3.38/917",37.56835,127.06081
"29772","44","2.6GHz","37:34.41/101","127:03.38/917",37.56835,127.06081
"29772","47","2.6GHz","37:34.40/811","127:03.50/554",37.580183,127.064043
"29772","5","800MHz","37:33.39/352","127:03.45/235",37.555867,127.062565
"29772","7","800MHz","37:34.40/917","127:3.50/139",37.58195,127.063928
"29772","8","800MHz","37:34.38/440","127:3.53/400",37.574,127.064833
"29773","1","800MHz","37:34.58/96 ","127:3.30/58 ",37.582667,127.058494
"29773","11","1.8GHz(20M)","37:35.1/96 ","127:3.25/58 ",37.599333,127.057106
"29773","12","1.8GHz(20M)","37:35.1/96 ","127:3.25/58 ",37.599333,127.057106
"29773","14","1.8GHz(20M)","37:35.01/440","127:03.36/500",37.590667,127.060139
"29773","15","1.8GHz(20M)","37:34.58/953","127:3.19/662",37.58255,127.055462
"29773","17","1.8GHz(20M)","37:34.51/28 ","127:3.39/98 ",37.571333,127.061106
"29773","18","1.8GHz(20M)","37:34.51/7  ","127:3.39/13 ",37.578333,127.060869
"29773","2","800MHz","37:34.58/96 ","127:3.30/58 ",37.582667,127.058494
"29773","21","2.1GHz(20M)","37:35.1/960","127:3.25/580",37.599333,127.057106
"29773","22","2.1GHz(20M)","37:35.1/960","127:3.25/580",37.599333,127.057106
"29773","24","2.1GHz(20M)","37:35.01/440","127:03.36/500",37.590667,127.060139
"29773","25","2.1GHz(20M)","37:34.54/59 ","127:3.18/81 ",37.5765,127.055225
"29773","28","2.1GHz(20M)","37:34.51/70 ","127:3.39/130",37.578333,127.060869
"29773","4","800MHz","37:35.01/440","127:03.36/500",37.590667,127.060139
"29773","42","2.6GHz","37:35.01/820","127:03.31/889",37.597,127.058858
"29773","48","2.6GHz","37:34.49/091","127:03.38/768",37.568183,127.060769
"29773","5","800MHz","37:34.54/59 ","127:3.18/81 ",37.5765,127.055225
"29773","7","800MHz","37:34.54/28 ","127:3.42/98 ",37.571333,127.061939
"29773","8","800MHz","37:34.51/7  ","127:3.39/13 ",37.578333,127.060869
"29774","1","800MHz","37:34.23/980","127:3.14/4  ",37.583,127.054
"29774","11","1.8GHz(20M)","37:34.23/980","127:3.14/4  ",37.583,127.054
"29774","12","1.8GHz(20M)","37:34.23/951","127:3.6/660",37.582517,127.05185
"29774","14","1.8GHz(20M)","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","15","1.8GHz(20M)","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","17","1.8GHz(20M)","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","18","1.8GHz(20M)","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","2","800MHz","37:34.23/93 ","127:3.6/57 ",37.582167,127.051825
"29774","21","2.1GHz(20M)","37:34.23/980","127:3.14/400",37.583,127.054
"29774","22","2.1GHz(20M)","37:34.23/930","127:3.6/570",37.582167,127.051825
"29774","25","2.1GHz(20M)","37:34.14/181","127:03.16/281",37.569683,127.054522
"29774","4","800MHz","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","5","800MHz","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","7","800MHz","37:34.16/180","127:03.13/280",37.569667,127.053689
"29774","8","800MHz","37:34.16/180","127:03.13/280",37.569667,127.053689
"29775","1","800MHz","37:34.9/60 ","127:4.19/360",37.576667,127.072044
"29775","11","1.8GHz(20M)","37:34.9/60 ","127:4.19/360",37.576667,127.072044
"29775","12","1.8GHz(20M)","37:34.11/60 ","127:4.23/58 ",37.576667,127.073217
"29775","14","1.8GHz(20M)","37:34.20/74 ","127:4.26/61 ",37.579,127.074058
"29775","15","1.8GHz(20M)","37:34.15/51 ","127:4.21/82 ",37.575167,127.072728
"29775","17","1.8GHz(20M)","37:34.23/760","127:4.17/260",37.579333,127.071461
"29775","18","1.8GHz(20M)","37:34.23/760","127:4.17/260",37.579333,127.071461
"29775","2","800MHz","37:34.11/60 ","127:4.23/58 ",37.576667,127.073217
"29775","21","2.1GHz(20M)","37:34.9/60 ","127:4.19/360",37.576667,127.072044
"29775","22","2.1GHz(20M)","37:34.11/600","127:4.23/580",37.576667,127.073217
"29775","24","2.1GHz(20M)","37:34.20/740","127:4.26/610",37.579,127.074058
"29775","25","2.1GHz(20M)","37:34.15/510","127:4.21/820",37.575167,127.072728
"29775","27","2.1GHz(20M)","37:34.23/760","127:4.17/260",37.579333,127.071461
"29775","28","2.1GHz(20M)","37:34.23/760","127:4.17/260",37.579333,127.071461
"29775","4","800MHz","37:34.20/74 ","127:4.26/61 ",37.579,127.074058
"29775","41","2.6GHz","37:34.09/213","127:04.19/464",37.570217,127.072073
"29775","42","2.6GHz","37:34.11/642","127:04.23/863",37.577367,127.073295
"29775","44","2.6GHz","37:34.20/661","127:04.26/655",37.577683,127.074071
"29775","45","2.6GHz","37:34.15/254","127:04.22/037",37.5709,127.072788
"29775","5","800MHz","37:34.15/51 ","127:4.21/82 ",37.575167,127.072728
"29775","7","800MHz","37:34.23/760","127:4.17/260",37.579333,127.071461
"29775","8","800MHz","37:34.23/760","127:4.17/260",37.579333,127.071461
"29776","1","800MHz","37:34.32/782","127:04.08/079",37.5797,127.068911
"29776","11","1.8GHz(20M)","37:34.32/782","127:04.08/079",37.5797,127.068911
"29776","12","1.8GHz(20M)","37:34.31/380","127:4.15/770",37.573,127.071047
"29776","14","1.8GHz(20M)","37:34.21/91 ","127:4.10/41 ",37.581833,127.069558
"29776","15","1.8GHz(20M)","37:34.38/87 ","127:4.12/83 ",37.581167,127.070231
"29776","17","1.8GHz(20M)","37:34.24/670","127:03.58/340",37.577833,127.066206
"29776","18","1.8GHz(20M)","37:34.30/45 ","127:4.3/13 ",37.574167,127.067536
"29776","2","800MHz","37:34.31/380","127:4.15/770",37.573,127.071047
"29776","22","2.1GHz(20M)","37:34.31/380","127:4.15/770",37.573,127.071047
"29776","24","2.1GHz(20M)","37:34.21/910","127:4.10/410",37.581833,127.069558
"29776","25","2.1GHz(20M)","37:34.38/860","127:4.12/570",37.581,127.070158
"29776","27","2.1GHz(20M)","37:34.24/670","127:03.58/340",37.577833,127.066206
"29776","28","2.1GHz(20M)","37:34.30/450","127:4.3/130",37.574167,127.067536
"29776","4","800MHz","37:34.21/91 ","127:4.10/41 ",37.581833,127.069558
"29776","5","800MHz","37:34.38/86 ","127:4.12/57 ",37.581,127.070158
"29776","7","800MHz","37:34.24/670","127:03.58/340",37.577833,127.066206
"29776","8","800MHz","37:34.30/45 ","127:4.3/13 ",37.574167,127.067536
"29777","1","800MHz","37:34.5/160","127:3.7/320",37.569333,127.052033
"29777","11","1.8GHz(20M)","37:34.4/191","127:3.7/364",37.56985,127.052046
"29777","12","1.8GHz(20M)","37:34.7/642","127:3.8/116",37.577367,127.052254
"29777","14","1.8GHz(20M)","37:34.16/24 ","127:2.58/60 ",37.570667,127.049611
"29777","15","1.8GHz(20M)","37:34.4/191","127:3.7/364",37.56985,127.052046
"29777","17","1.8GHz(20M)","37:34.12/066","127:03.08/592",37.567767,127.052387
"29777","18","1.8GHz(20M)","37:34.05/990","127:03.16/340",37.583167,127.054539
"29777","2","800MHz","37:34.7/683","127:3.8/271",37.57805,127.052298
"29777","21","2.1GHz(20M)","37:34.4/191","127:3.7/364",37.56985,127.052046
"29777","22","2.1GHz(20M)","37:34.7/680","127:3.8/270",37.578,127.052297
"29777","24","2.1GHz(20M)","37:34.16/240","127:2.58/600",37.570667,127.049611
"29777","25","2.1GHz(20M)","37:34.4/191","127:3.7/364",37.56985,127.052046
"29777","28","2.1GHz(20M)","37:34.05/990","127:03.16/340",37.583167,127.054539
"29777","4","800MHz","37:34.16/24 ","127:2.58/60 ",37.570667,127.049611
"29777","5","800MHz","37:34.5/160","127:3.7/320",37.569333,127.052033
"29777","7","800MHz","37:34.12/066","127:03.08/592",37.567767,127.052387
"29777","8","800MHz","37:34.05/990","127:03.16/340",37.583167,127.054539
"29778","1","800MHz","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","11","1.8GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","12","1.8GHz(20M)","37:34.39/994","127:03.08/286",37.583233,127.052302
"29778","14","1.8GHz(20M)","37:34.49/409","127:03.12/310",37.573483,127.053419
"29778","15","1.8GHz(20M)","37:34.44/722","127:3.8/321",37.5787,127.052311
"29778","17","1.8GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","18","1.8GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","2","800MHz","37:34.39/994","127:03.08/286",37.583233,127.052302
"29778","21","2.1GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","22","2.1GHz(20M)","37:34.39/994","127:03.08/286",37.583233,127.052302
"29778","25","2.1GHz(20M)","37:34.44/520","127:3.8/130",37.575333,127.052258
"29778","27","2.1GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","28","2.1GHz(20M)","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","4","800MHz","37:34.49/409","127:03.12/310",37.573483,127.053419
"29778","5","800MHz","37:34.44/52 ","127:3.8/13 ",37.575333,127.052258
"29778","7","800MHz","37:34.41/883","127:3.25/425",37.581383,127.057062
"29778","8","800MHz","37:34.41/883","127:3.25/425",37.581383,127.057062
"29779","1","800MHz","37:34.26/12 ","127:2.58/83 ",37.568667,127.049675
"29779","11","1.8GHz(20M)","37:34.26/12 ","127:2.58/83 ",37.568667,127.049675
"29779","12","1.8GHz(20M)","37:34.20/21 ","127:2.55/36 ",37.570167,127.048711
"29779","14","1.8GHz(20M)","37:34.48/71 ","127:3.2/42 ",37.5785,127.050672
"29779","15","1.8GHz(20M)","37:34.11/80 ","127:2.49/0  ",37.58,127.046944
"29779","17","1.8GHz(20M)","37:33.38/96 ","127:4.8/13 ",37.566,127.068925
"29779","18","1.8GHz(20M)","37:34.2/94 ","127:4.15/50 ",37.582333,127.070972
"29779","2","800MHz","37:34.20/21 ","127:2.55/36 ",37.570167,127.048711
"29779","21","2.1GHz(20M)","37:34.26/120","127:2.58/830",37.568667,127.049675
"29779","22","2.1GHz(20M)","37:34.20/210","127:2.55/360",37.570167,127.048711
"29779","24","2.1GHz(20M)","37:34.48/710","127:3.2/420",37.5785,127.050672
"29779","25","2.1GHz(20M)","37:34.11/80","127:2.49/0",37.58,127.046944
"29779","27","2.1GHz(20M)","37:33.40/960","127:4.8/130",37.566,127.068925
"29779","28","2.1GHz(20M)","37:34.2/940","127:4.15/500",37.582333,127.070972
"29779","4","800MHz","37:34.48/71 ","127:3.2/42 ",37.5785,127.050672
"29779","5","800MHz","37:34.11/80","127:2.49/0",37.58,127.046944
"29779","7","800MHz","37:33.38/34 ","127:4.8/89 ",37.555667,127.069136
"29779","8","800MHz","37:34.2/94 ","127:4.15/50 ",37.582333,127.070972
