"eNB","cell","radio","lat","lon","lat_1_re","lon_1_re"
"26509","2","800MHz","37:34.53/55 ","127:1.58/61 ",37.575833,127.032947
"26509","3","1.8GHz(20M)","37:34.44/728","127:01.56/463",37.5788,127.032351
"26509","4","1.8GHz(20M)","37:34.59/12 ","127:2.18/3  ",37.568667,127.038417
"26509","5","1.8GHz(20M)","37:34.53/55 ","127:1.58/61 ",37.575833,127.032947
"26509","8","2.1GHz(20M)","37:34.53/550","127:1.58/610",37.575833,127.032947
"26509","9","800MHz","37:34.57/0","127:1.52/850",37.566667,127.031347
"26510","0","800MHz","37:34.53/522","127:2.19/312",37.575367,127.038698
"26510","1","800MHz","37:34.45/50 ","127:2.8/130",37.575,127.035592
"26510","10","800MHz","37:34.51/452","127:2.8/474",37.5742,127.035687
"26510","11","800MHz","37:34.51/293","127:2.17/609",37.57155,127.038225
"26510","12","1.8GHz(20M)","37:34.51/454","127:2.14/315",37.574233,127.03731
"26510","13","1.8GHz(20M)","37:34.51/452","127:2.8/474",37.5742,127.035687
"26510","14","1.8GHz(20M)","37:34.51/293","127:2.17/609",37.57155,127.038225
"26510","15","2.1GHz(20M)","37:34.51/454","127:2.14/315",37.574233,127.03731
"26510","16","2.1GHz(20M)","37:34.51/452","127:2.8/474",37.5742,127.035687
"26510","17","2.1GHz(20M)","37:34.51/293","127:2.17/609",37.57155,127.038225
"26510","3","1.8GHz(20M)","37:34.53/522","127:2.19/312",37.575367,127.038698
"26510","4","1.8GHz(20M)","37:34.45/50 ","127:2.8/130",37.575,127.035592
"26510","6","2.1GHz(20M)","37:34.53/520","127:2.15/310",37.575333,127.037586
"26510","7","2.1GHz(20M)","37:34.45/50 ","127:2.8/130",37.575,127.035592
"26510","9","800MHz","37:34.51/454","127:2.14/315",37.574233,127.03731
"26511","0","800MHz","37:35.12/42 ","127:2.34/25 ",37.590333,127.042847
"26511","1","800MHz","37:35.2/13 ","127:2.3/13 ",37.5855,127.034203
"26511","10","800MHz","37:34.42/73 ","127:2.0/50 ",37.578833,127.033472
"26511","11","800MHz","37:34.40/383","127:02.37/101",37.57305,127.043639
"26511","12","1.8GHz(20M)","37:35.13/631","127:02.15/179",37.59385,127.03755
"26511","13","1.8GHz(20M)","37:34.42/73 ","127:2.0/50 ",37.578833,127.033472
"26511","14","1.8GHz(20M)","37:34.40/383","127:02.37/101",37.57305,127.043639
"26511","16","2.1GHz(20M)","37:34.42/730","127:2.0/500",37.578833,127.033472
"26511","2","800MHz","37:35.5/621","127:2.41/280",37.593683,127.0448
"26511","3","1.8GHz(20M)","37:35.11/42 ","127:2.34/25 ",37.590333,127.042847
"26511","4","1.8GHz(20M)","37:35.2/13","127:2.3/13",37.5855,127.034203
"26511","5","1.8GHz(20M)","37:35.6/621","127:2.41/280",37.593683,127.0448
"26511","6","2.1GHz(20M)","37:35.11/420","127:2.34/250",37.590333,127.042847
"26511","7","2.1GHz(20M)","37:35.2/130","127:2.3/130",37.5855,127.034203
"26511","9","800MHz","37:35.13/631","127:02.15/179",37.59385,127.03755
"26512","0","800MHz","37:34.57/88 ","127:2.40/33 ",37.581333,127.044536
"26512","1","800MHz","37:35.3/200","127:2.56/710",37.586667,127.049086
"26512","10","800MHz","37:35.5/6  ","127:2.50/6  ",37.593333,127.047389
"26512","12","1.8GHz(20M)","37:34.57/312","127:2.55/434",37.571867,127.048732
"26512","13","1.8GHz(20M)","37:35.5/6  ","127:2.50/6  ",37.593333,127.047389
"26512","15","2.1GHz(20M)","37:34.57/312","127:2.55/434",37.571867,127.048732
"26512","16","2.1GHz(20M)","37:35.5/611","127:2.50/611",37.593517,127.047392
"26512","2","800MHz","37:34.55/764","127:2.52/956",37.5794,127.048043
"26512","2","800MHz","37:34.57/312","127:2.55/434",37.571867,127.048732
"26512","3","1.8GHz(20M)","37:34.58/88 ","127:2.40/33 ",37.581333,127.044536
"26512","4","1.8GHz(20M)","37:35.3/200","127:2.56/710",37.586667,127.049086
"26512","5","1.8GHz(20M)","37:34.57/312","127:2.55/434",37.571867,127.048732
"26512","5","1.8GHz(20M)","37:34.55/764","127:2.52/956",37.5794,127.048043
"26512","6","2.1GHz(20M)","37:34.58/880","127:2.40/330",37.581333,127.044536
"26512","7","2.1GHz(20M)","37:35.3/200","127:2.56/710",37.586667,127.049086
"26512","8","2.1GHz(20M)","37:34.57/312","127:2.55/434",37.571867,127.048732
"26512","8","2.1GHz(20M)","37:34.55/764","127:2.52/956",37.5794,127.048043
"26512","9","800MHz","37:34.57/312","127:2.55/434",37.571867,127.048732
"26513","0","800MHz","37:34.46/915","127:2.33/811",37.581917,127.042725
"26513","1","800MHz","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","10","800MHz","37:34.48/789","127:02.29/799",37.579817,127.041611
"26513","11","800MHz","37:34.55/6  ","127:2.28/100",37.576667,127.041139
"26513","12","1.8GHz(20M)","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","13","1.8GHz(20M)","37:34.48/789","127:02.29/799",37.579817,127.041611
"26513","14","1.8GHz(20M)","37:34.54/844","127:2.28/908",37.580733,127.041363
"26513","15","2.1GHz(20M)","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","17","2.1GHz(20M)","37:34.54/844","127:2.28/908",37.580733,127.041363
"26513","2","800MHz","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","3","1.8GHz(20M)","37:34.46/915","127:2.33/811",37.581917,127.042725
"26513","4","1.8GHz(20M)","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","5","1.8GHz(20M)","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","6","2.1GHz(20M)","37:34.46/915","127:2.33/811",37.581917,127.042725
"26513","7","2.1GHz(20M)","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26513","8","2.1GHz(20M)","37:34.45/650","127:2.39/380",37.5775,127.044272
"26513","9","800MHz","37:34.46/65 ","127:2.40/38 ",37.5775,127.04455
"26514","0","800MHz","37:34.42/35 ","127:2.52/18 ",37.5725,127.047828
"26514","1","800MHz","37:34.33/72 ","127:2.49/81 ",37.578667,127.047169
"26514","10","800MHz","37:35.7/35 ","127:2.29/88 ",37.589167,127.041633
"26514","11","800MHz","37:34.28/33 ","127:2.49/15 ",37.572167,127.046986
"26514","12","1.8GHz(20M)","37:34.41/292","127:2.56/413",37.571533,127.049004
"26514","13","1.8GHz(20M)","37:35.7/35 ","127:2.29/88 ",37.589167,127.041633
"26514","14","1.8GHz(20M)","37:34.28/33 ","127:2.49/15 ",37.572167,127.046986
"26514","15","2.1GHz(20M)","37:34.41/292","127:2.56/413",37.571533,127.049004
"26514","16","2.1GHz(20M)","37:35.7/350","127:2.29/880",37.589167,127.041633
"26514","17","2.1GHz(20M)","37:34.28/330","127:2.49/150",37.572167,127.046986
"26514","2","800MHz","37:34.23/8  ","127:2.48/84 ",37.58,127.0469
"26514","3","1.8GHz(20M)","37:34.41/292","127:2.56/413",37.571533,127.049004
"26514","4","1.8GHz(20M)","37:34.33/72 ","127:2.49/81 ",37.578667,127.047169
"26514","5","1.8GHz(20M)","37:34.24/8  ","127:2.46/84 ",37.58,127.046344
"26514","6","2.1GHz(20M)","37:34.41/292","127:2.56/413",37.571533,127.049004
"26514","7","2.1GHz(20M)","37:34.33/720","127:2.49/810",37.578667,127.047169
"26514","8","2.1GHz(20M)","37:34.24/800","127:2.46/840",37.58,127.046344
"26514","9","800MHz","37:34.41/292","127:2.56/413",37.571533,127.049004
"26515","0","800MHz","37:34.30/441","127:02.23/907",37.574017,127.039974
"26515","1","800MHz","37:34.23/820","127:2.13/440",37.580333,127.037067
"26515","10","800MHz","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","11","800MHz","37:34.28/650","127:02.16/540",37.5775,127.037928
"26515","12","1.8GHz(20M)","37:34.24/840","127:2.26/940",37.580667,127.040817
"26515","13","1.8GHz(20M)","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","14","1.8GHz(20M)","37:34.28/650","127:02.16/540",37.5775,127.037928
"26515","15","2.1GHz(20M)","37:34.24/840","127:2.26/940",37.580667,127.040817
"26515","16","2.1GHz(20M)","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","17","2.1GHz(20M)","37:34.28/650","127:02.16/540",37.5775,127.037928
"26515","2","800MHz","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","3","1.8GHz(20M)","37:34.30/441","127:02.23/907",37.574017,127.039974
"26515","4","1.8GHz(20M)","37:34.23/820","127:2.13/440",37.580333,127.037067
"26515","5","1.8GHz(20M)","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","7","2.1GHz(20M)","37:34.23/820","127:2.13/440",37.580333,127.037067
"26515","8","2.1GHz(20M)","37:34.28/650","127:2.16/540",37.5775,127.037928
"26515","9","800MHz","37:34.24/84 ","127:2.26/94 ",37.580667,127.040817
"26516","0","800MHz","37:34.21/23 ","127:1.57/77 ",37.5705,127.032714
"26516","1","800MHz","37:34.35/77 ","127:2.2/39 ",37.5795,127.033997
"26516","11","800MHz","37:34.27/546","127:02.01/846",37.575767,127.033846
"26516","12","1.8GHz(20M)","37:34.34/553","127:1.48/32 ",37.575883,127.030089
"26516","14","1.8GHz(20M)","37:34.27/546","127:02.01/846",37.575767,127.033846
"26516","2","800MHz","37:34.22/969","127:2.3/935",37.582817,127.034426
"26516","3","1.8GHz(20M)","37:34.21/23 ","127:1.57/77 ",37.5705,127.032714
"26516","4","1.8GHz(20M)","37:34.35/77 ","127:2.2/39 ",37.5795,127.033997
"26516","4","1.8GHz(20M)","37:34.35/915","127:1.56/807",37.581917,127.032446
"26516","5","1.8GHz(20M)","37:34.22/969","127:2.3/935",37.582817,127.034426
"26516","7","2.1GHz(20M)","37:34.35/770","127:2.2/390",37.5795,127.033997
"26516","8","2.1GHz(20M)","37:34.22/969","127:2.3/935",37.582817,127.034426
"26516","9","800MHz","37:34.34/553","127:1.48/32 ",37.575883,127.030089
"26517","0","800MHz","37:34.26/96 ","127:1.48/77 ",37.582667,127.030214
"26517","1","800MHz","37:34.21/960","127:1.43/200",37.582667,127.028667
"26517","10","800MHz","37:34.21/430","127:01.43/630",37.573833,127.028786
"26517","12","1.8GHz(20M)","37:34.22/19 ","127:1.44/96 ",37.569833,127.029156
"26517","13","1.8GHz(20M)","37:34.22/027","127:01.44/097",37.567117,127.028916
"26517","15","2.1GHz(20M)","37:34.21/430","127:1.43/630",37.573833,127.028786
"26517","16","2.1GHz(20M)","37:34.21/430","127:1.43/630",37.573833,127.028786
"26517","3","1.8GHz(20M)","37:34.26/96 ","127:1.48/77 ",37.582667,127.030214
"26517","4","1.8GHz(20M)","37:34.22/19 ","127:1.44/96 ",37.569833,127.029156
"26517","6","2.1GHz(20M)","37:34.26/960","127:1.48/770",37.582667,127.030214
"26517","7","2.1GHz(20M)","37:34.21/430","127:1.43/630",37.573833,127.028786
"26517","9","800MHz","37:34.21/430","127:1.43/630",37.573833,127.028786
"26518","0","800MHz","37:34.36/920","127:2.12/64 ",37.582,127.036844
"26518","1","800MHz","37:34.32/623","127:1.28/139",37.57705,127.024483
"26518","10","800MHz","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","11","800MHz","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","12","1.8GHz(20M)","37:34.31/48 ","127:1.34/65 ",37.574667,127.026292
"26518","13","1.8GHz(20M)","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","14","1.8GHz(20M)","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","15","2.1GHz(20M)","37:34.31/480","127:1.34/650",37.574667,127.026292
"26518","16","2.1GHz(20M)","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","17","2.1GHz(20M)","37:34.29/880","127:1.25/500",37.581333,127.02375
"26518","2","800MHz","37:34.36/42 ","127:2.27/12 ",37.573667,127.040867
"26518","3","1.8GHz(20M)","37:34.36/110","127:2.11/860",37.5685,127.036628
"26518","4","1.8GHz(20M)","37:34.32/623","127:1.28/139",37.57705,127.024483
"26518","5","1.8GHz(20M)","37:34.36/420","127:2.27/120",37.573667,127.040867
"26518","6","2.1GHz(20M)","37:34.36/110","127:2.11/860",37.5685,127.036628
"26518","7","2.1GHz(20M)","37:34.32/623","127:1.28/139",37.57705,127.024483
"26518","9","800MHz","37:34.31/48 ","127:1.34/65 ",37.574667,127.026292
"26519","0","800MHz","37:34.39/288","127:1.41/22 ",37.571467,127.028117
"26519","1","800MHz","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","10","800MHz","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","11","800MHz","37:34.37/030","127:01.32/460",37.567167,127.025683
"26519","12","1.8GHz(20M)","37:34.41/103","127:01.48/228",37.568383,127.030063
"26519","13","1.8GHz(20M)","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","14","1.8GHz(20M)","37:34.37/030","127:01.32/460",37.567167,127.025683
"26519","15","2.1GHz(20M)","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","16","2.1GHz(20M)","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","2","800MHz","37:34.31/25 ","127:1.56/86 ",37.570833,127.032461
"26519","2","800MHz","37:34.32/800","127:01.50/770",37.58,127.030769
"26519","3","1.8GHz(20M)","37:34.39/288","127:1.41/22 ",37.571467,127.028117
"26519","4","1.8GHz(20M)","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","5","1.8GHz(20M)","37:34.32/800","127:01.51/770",37.58,127.031047
"26519","5","1.8GHz(20M)","37:34.31/25 ","127:1.56/86 ",37.570833,127.032461
"26519","6","2.1GHz(20M)","37:34.39/288","127:1.41/22 ",37.571467,127.028117
"26519","7","2.1GHz(20M)","37:34.41/103","127:1.48/228",37.568383,127.030063
"26519","8","2.1GHz(20M)","37:34.32/800","127:01.51/770",37.58,127.031047
"26519","8","2.1GHz(20M)","37:34.31/250","127:1.56/860",37.570833,127.032461
"26519","9","800MHz","37:34.40/740","127:01.48/600",37.579,127.030167
"26520","0","800MHz","37:34.43/18 ","127:1.36/82 ",37.569667,127.026894
"26520","1","800MHz","37:34.49/480","127:1.33/150",37.574667,127.025875
"26520","10","800MHz","37:34.56/73 ","127:1.41/404",37.578833,127.028168
"26520","11","800MHz","37:34.55/26 ","127:1.46/13 ",37.571,127.029481
"26520","12","1.8GHz(20M)","37:34.48/1  ","127:1.44/5  ",37.568333,127.029028
"26520","13","1.8GHz(20M)","37:34.56/73 ","127:1.41/404",37.578833,127.028168
"26520","14","1.8GHz(20M)","37:34.55/265","127:1.46/133",37.571083,127.029481
"26520","15","2.1GHz(20M)","37:34.48/100","127:1.44/500",37.568333,127.029028
"26520","16","2.1GHz(20M)","37:34.56/73 ","127:1.41/404",37.578833,127.028168
"26520","17","2.1GHz(20M)","37:34.55/265","127:1.46/133",37.571083,127.029481
"26520","2","800MHz","37:34.55/260","127:01.46/120",37.571,127.029478
"26520","3","1.8GHz(20M)","37:34.43/18 ","127:1.36/82 ",37.569667,127.026894
"26520","4","1.8GHz(20M)","37:34.49/480","127:1.33/150",37.574667,127.025875
"26520","5","1.8GHz(20M)","37:34.55/265","127:01.46/133",37.571083,127.029481
"26520","6","2.1GHz(20M)","37:34.43/180","127:1.36/820",37.569667,127.026894
"26520","7","2.1GHz(20M)","37:34.49/480","127:1.33/150",37.574667,127.025875
"26520","8","2.1GHz(20M)","37:34.55/265","127:1.46/133",37.571083,127.029481
"26520","9","800MHz","37:34.48/1  ","127:1.44/5  ",37.568333,127.029028
"26521","0","800MHz","37:35.24/895","127:2.54/880",37.59825,127.048578
"26521","1","800MHz","37:35.29/900","127:02.56/740",37.598333,127.049094
"26521","10","800MHz","37:35.30/340","127:02.59/770",37.589,127.049936
"26521","11","800MHz","37:35.22/94 ","127:3.1/77 ",37.599,127.050492
"26521","12","1.8GHz(20M)","37:35.29/900","127:2.56/740",37.598333,127.049094
"26521","13","1.8GHz(20M)","37:35.30/340","127:02.59/770",37.589,127.049936
"26521","14","1.8GHz(20M)","37:35.24/614","127:3.5/627",37.593567,127.051563
"26521","15","2.1GHz(20M)","37:35.29/900","127:2.56/740",37.598333,127.049094
"26521","16","2.1GHz(20M)","37:35.30/340","127:02.59/770",37.589,127.049936
"26521","17","2.1GHz(20M)","37:35.22/940","127:3.1/770",37.599,127.050492
"26521","2","800MHz","37:35.26/750","127:03.04/160",37.595833,127.051156
"26521","3","1.8GHz(20M)","37:35.24/895","127:2.54/880",37.59825,127.048578
"26521","4","1.8GHz(20M)","37:35.29/900","127:02.56/740",37.598333,127.049094
"26521","5","1.8GHz(20M)","37:35.26/750","127:03.04/160",37.595833,127.051156
"26521","7","2.1GHz(20M)","37:35.29/900","127:2.56/740",37.598333,127.049094
"26521","8","2.1GHz(20M)","37:35.26/750","127:03.04/160",37.595833,127.051156
"26521","9","800MHz","37:35.29/900","127:2.56/740",37.598333,127.049094
"26522","0","800MHz","37:35.32/590","127:03.17/390",37.593167,127.054831
"26522","1","800MHz","37:35.23/266","127:03.14/200",37.587767,127.053944
"26522","10","800MHz","37:34.58/228","127:02.52/899",37.570467,127.048028
"26522","11","800MHz","37:35.34/920","127:3.14/490",37.598667,127.054025
"26522","12","1.8GHz(20M)","37:35.24/614","127:3.5/627",37.593567,127.051563
"26522","13","1.8GHz(20M)","37:34.58/228","127:02.52/899",37.570467,127.048028
"26522","14","1.8GHz(20M)","37:35.34/92 ","127:3.14/49 ",37.598667,127.054025
"26522","15","2.1GHz(20M)","37:35.24/520","127:3.5/510",37.592,127.051531
"26522","2","800MHz","37:34.32/58 ","127:2.29/25 ",37.576333,127.041458
"26522","3","1.8GHz(20M)","37:35.32/590","127:03.17/390",37.593167,127.054831
"26522","4","1.8GHz(20M)","37:35.23/266","127:03.14/200",37.587767,127.053944
"26522","5","1.8GHz(20M)","37:34.32/580","127:2.29/250",37.576333,127.041458
"26522","7","2.1GHz(20M)","37:35.23/266","127:03.14/200",37.587767,127.053944
"26522","8","2.1GHz(20M)","37:34.32/580","127:2.29/250",37.576333,127.041458
"26522","9","800MHz","37:35.24/52 ","127:3.5/51 ",37.592,127.051531
"26538","0","800MHz","37:34.29/880","127:01.25/500",37.581333,127.02375
"26538","1","800MHz","37:34.39/000","127:01.51/003",37.566667,127.030834
"26538","10","800MHz","37:34.29/417","127:1.41/895",37.573617,127.028304
"26538","11","800MHz","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","12","1.8GHz(20M)","37:34.22/631","127:01.35/251",37.577183,127.026459
"26538","13","1.8GHz(20M)","37:34.29/417","127:1.41/895",37.573617,127.028304
"26538","14","1.8GHz(20M)","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","17","2.1GHz(20M)","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","2","800MHz","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","3","1.8GHz(20M)","37:34.29/880","127:01.25/500",37.581333,127.02375
"26538","4","1.8GHz(20M)","37:34.39/000","127:01.51/003",37.566667,127.030834
"26538","5","1.8GHz(20M)","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","6","2.1GHz(20M)","37:34.29/880","127:1.25/500",37.581333,127.02375
"26538","8","2.1GHz(20M)","37:39.23/620","127:01.08/490",37.660333,127.019025
"26538","9","800MHz","37:34.22/631","127:01.35/251",37.577183,127.026459
"26539","0","800MHz","37:34.18/65 ","127:1.27/77 ",37.5775,127.024381
"26539","1","800MHz","37:34.45/658","127:1.22/150",37.577633,127.022819
"26539","10","800MHz","37:34.41/156","127:1.21/624",37.569267,127.022673
