"FREQUENCY","cellid","lat","lon"
"800MHz","1-17109-2",37.583383,127.06307
"1.8GHz(20M)","1-17109-5",37.571667,127.056814
"1.8GHz(20M)","1-17109-6",37.58455,127.044462
"800MHz","1-17109-9",37.583383,127.06307
"800MHz","1-17112-0",37.578833,127.059692
"1.8GHz(20M)","1-17112-12",37.58,127.069758
"2.1GHz(20M)","1-17112-15",37.58,127.069758
"1.8GHz(20M)","1-17112-3",37.579533,127.059707
"800MHz","1-17124-0",37.581667,127.055722
"800MHz","1-17124-1",37.567233,127.054449
"1.8GHz(20M)","1-17124-12",37.570017,127.072775
"1.8GHz(20M)","1-17124-3",37.581667,127.055722
"1.8GHz(20M)","1-17124-4",37.567233,127.054449
"2.1GHz(20M)","1-17124-6",37.573833,127.0557
"800MHz","1-17124-9",37.570017,127.072775
"800MHz","1-17128-0",37.566833,127.05078
"1.8GHz(20M)","1-17128-3",37.566833,127.05078
"800MHz","1-20229-0",37.60355,127.080584
"800MHz","1-20229-1",37.606033,127.078598
"800MHz","1-20229-10",37.6145,127.080503
"800MHz","1-20229-11",37.606267,127.081729
"1.8GHz(20M)","1-20229-12",37.6155,127.079861
"1.8GHz(20M)","1-20229-13",37.6145,127.080503
"1.8GHz(20M)","1-20229-14",37.607167,127.081694
"2.1GHz(20M)","1-20229-15",37.6155,127.079861
"800MHz","1-20229-2",37.606167,127.081581
"1.8GHz(20M)","1-20229-3",37.60355,127.080584
"1.8GHz(20M)","1-20229-4",37.606033,127.078598
"1.8GHz(20M)","1-20229-5",37.606167,127.081858
"2.1GHz(20M)","1-20229-6",37.60355,127.080584
"2.1GHz(20M)","1-20229-7",37.606933,127.07861
"800MHz","1-20229-9",37.6155,127.079861
"800MHz","1-20232-0",37.607667,127.080978
"800MHz","1-20232-1",37.590433,127.087974
"800MHz","1-20232-10",37.6184,127.085074
"800MHz","1-20232-11",37.599167,127.088556
"1.8GHz(20M)","1-20232-12",37.62,127.086972
"1.8GHz(20M)","1-20232-13",37.6184,127.085074
"1.8GHz(20M)","1-20232-14",37.59415,127.088429
"2.1GHz(20M)","1-20232-15",37.62,127.086972
"2.1GHz(20M)","1-20232-17",37.59415,127.088429
"1.8GHz(20M)","1-20232-3",37.607667,127.080978
"1.8GHz(20M)","1-20232-4",37.590433,127.087974
"1.8GHz(20M)","1-20232-5",37.592183,127.085232
"2.1GHz(20M)","1-20232-6",37.607667,127.080978
"2.1GHz(20M)","1-20232-7",37.591667,127.087972
"2.1GHz(20M)","1-20232-8",37.592183,127.085232
"800MHz","1-20232-9",37.62,127.086972
"800MHz","1-20233-0",37.590333,127.082094
"800MHz","1-20233-1",37.598,127.079889
"800MHz","1-20233-11",37.596167,127.079886
"1.8GHz(20M)","1-20233-12",37.595333,127.076511
"1.8GHz(20M)","1-20233-13",37.60355,127.080584
"1.8GHz(20M)","1-20233-14",37.596167,127.079886
"2.1GHz(20M)","1-20233-15",37.595333,127.076511
"2.1GHz(20M)","1-20233-17",37.596167,127.079886
"800MHz","1-20233-2",37.598,127.079889
"1.8GHz(20M)","1-20233-3",37.590333,127.082094
"1.8GHz(20M)","1-20233-4",37.598,127.079889
"1.8GHz(20M)","1-20233-5",37.598,127.079889
"2.1GHz(20M)","1-20233-6",37.590333,127.082094
"2.1GHz(20M)","1-20233-7",37.598,127.079889
"2.1GHz(20M)","1-20233-8",37.59805,127.079901
"800MHz","1-20233-9",37.595333,127.076511
"800MHz","1-20234-0",37.592667,127.075119
"800MHz","1-20234-1",37.583667,127.075464
"800MHz","1-20234-10",37.589,127.072642
"800MHz","1-20234-11",37.592,127.0861
"1.8GHz(20M)","1-20234-12",37.592,127.077147
"1.8GHz(20M)","1-20234-13",37.589,127.073197
"1.8GHz(20M)","1-20234-14",37.592,127.0861
"2.1GHz(20M)","1-20234-15",37.592,127.077147
"2.1GHz(20M)","1-20234-16",37.589,127.072642
"2.1GHz(20M)","1-20234-17",37.592,127.0861
"800MHz","1-20234-2",37.5908,127.075163
"1.8GHz(20M)","1-20234-3",37.592667,127.075119
"1.8GHz(20M)","1-20234-4",37.583667,127.075464
"1.8GHz(20M)","1-20234-5",37.5908,127.075163
"2.1GHz(20M)","1-20234-6",37.592667,127.075119
"2.1GHz(20M)","1-20234-7",37.583667,127.076019
"2.1GHz(20M)","1-20234-8",37.590733,127.075163
"800MHz","1-20234-9",37.592,127.077147
"800MHz","1-20236-0",37.58915,127.084494
"800MHz","1-20236-1",37.592867,127.085369
"800MHz","1-20236-10",37.599333,127.098678
"800MHz","1-20236-11",37.596667,127.089878
"1.8GHz(20M)","1-20236-12",37.588017,127.082975
"1.8GHz(20M)","1-20236-13",37.566683,127.089738
"1.8GHz(20M)","1-20236-15",37.615467,127.106217
"1.8GHz(20M)","1-20236-16",37.58385,127.100297
"1.8GHz(20M)","1-20236-17",37.576233,127.089636
"800MHz","1-20236-18",37.588017,127.082975
"800MHz","1-20236-19",37.566683,127.089738
"800MHz","1-20236-2",37.6184,127.085074
"800MHz","1-20236-27",37.6095,127.106169
"800MHz","1-20236-28",37.58385,127.100297
"800MHz","1-20236-29",37.576233,127.089636
"1.8GHz(20M)","1-20236-3",37.58915,127.084494
"1.8GHz(20M)","1-20236-4",37.592867,127.085369
"1.8GHz(20M)","1-20236-5",37.6184,127.085074
"1.8GHz(20M)","1-20236-7",37.599333,127.098678
"1.8GHz(20M)","1-20236-8",37.596667,127.089878
"800MHz","1-20238-0",37.58,127.091092
"800MHz","1-20238-1",37.581667,127.083958
"800MHz","1-20238-10",37.581667,127.092036
"800MHz","1-20238-11",37.57,127.094125
"1.8GHz(20M)","1-20238-12",37.5905,127.088114
"1.8GHz(20M)","1-20238-13",37.581667,127.092036
"1.8GHz(20M)","1-20238-14",37.5695,127.094403
"2.1GHz(20M)","1-20238-15",37.592167,127.086772
"2.1GHz(20M)","1-20238-16",37.581667,127.092036
"2.1GHz(20M)","1-20238-17",37.57,127.094125
"800MHz","1-20238-2",37.568833,127.086806
"1.8GHz(20M)","1-20238-3",37.58,127.091092
"1.8GHz(20M)","1-20238-4",37.581667,127.083958
"1.8GHz(20M)","1-20238-5",37.568833,127.086806
"2.1GHz(20M)","1-20238-6",37.58,127.091092
"2.1GHz(20M)","1-20238-7",37.57165,127.08396
"2.1GHz(20M)","1-20238-8",37.568883,127.086806
"800MHz","1-20238-9",37.592167,127.088161
"800MHz","1-20241-0",37.598917,127.096805
"800MHz","1-20241-1",37.589333,127.100992
"800MHz","1-20241-10",37.5935,127.102169
"800MHz","1-20241-11",37.595333,127.096597
"1.8GHz(20M)","1-20241-12",37.592367,127.094582
"1.8GHz(20M)","1-20241-13",37.5935,127.102169
"1.8GHz(20M)","1-20241-14",37.595667,127.096569
"2.1GHz(20M)","1-20241-15",37.592367,127.094582
"2.1GHz(20M)","1-20241-17",37.595667,127.096569
"800MHz","1-20241-2",37.59305,127.101154
"1.8GHz(20M)","1-20241-3",37.598917,127.096805
"1.8GHz(20M)","1-20241-4",37.589333,127.100992
"1.8GHz(20M)","1-20241-5",37.59305,127.101154
"2.1GHz(20M)","1-20241-6",37.598917,127.096805
"2.1GHz(20M)","1-20241-7",37.589333,127.100992
"2.1GHz(20M)","1-20241-8",37.59305,127.100876
"800MHz","1-20241-9",37.592367,127.094582
"800MHz","1-20243-0",37.598167,127.114792
"800MHz","1-20243-1",37.596167,127.098586
"1.8GHz(20M)","1-20243-12",37.601667,127.1138
"1.8GHz(20M)","1-20243-14",37.591033,127.095174
"1.8GHz(20M)","1-20243-16",37.604167,127.112383
"800MHz","1-20243-18",37.585,127.113522
"800MHz","1-20243-2",37.6149,127.114162
"800MHz","1-20243-20",37.591033,127.095174
"800MHz","1-20243-28",37.604167,127.112383
"1.8GHz(20M)","1-20243-3",37.597667,127.11565
"1.8GHz(20M)","1-20243-4",37.596167,127.098586
"1.8GHz(20M)","1-20243-5",37.6149,127.114162
"1.8GHz(20M)","1-20243-6",37.60025,127.10915
"800MHz","1-20243-9",37.60025,127.10915
"800MHz","1-20246-0",37.596433,127.085033
"800MHz","1-20246-1",37.602833,127.089708
"1.8GHz(20M)","1-20246-12",37.597183,127.103317
"1.8GHz(20M)","1-20246-14",37.5916,127.092797
"800MHz","1-20246-18",37.597183,127.103317
"800MHz","1-20246-19",37.594583,127.091447
"800MHz","1-20246-2",37.6086,127.094101
"800MHz","1-20246-20",37.5916,127.092797
"800MHz","1-20246-29",37.600417,127.113066
"1.8GHz(20M)","1-20246-3",37.596433,127.085033
"1.8GHz(20M)","1-20246-4",37.602833,127.089708
"800MHz","1-20247-0",37.591333,127.088011
"800MHz","1-20247-1",37.593017,127.091182
"800MHz","1-20247-11",37.600783,127.077784
"1.8GHz(20M)","1-20247-12",37.59045,127.076821
"1.8GHz(20M)","1-20247-13",37.59045,127.076821
"1.8GHz(20M)","1-20247-14",37.585117,127.081768
"1.8GHz(20M)","1-20247-15",37.59045,127.076821
"1.8GHz(20M)","1-20247-16",37.623067,127.106381
"1.8GHz(20M)","1-20247-17",37.58705,127.086683
"800MHz","1-20247-18",37.59045,127.076821
"800MHz","1-20247-19",37.59045,127.076821
"800MHz","1-20247-2",37.6149,127.114162
"800MHz","1-20247-20",37.585117,127.081768
"800MHz","1-20247-27",37.59045,127.076821
"800MHz","1-20247-28",37.623067,127.106381
"800MHz","1-20247-29",37.58705,127.086683
"1.8GHz(20M)","1-20247-3",37.591333,127.088011
"1.8GHz(20M)","1-20247-4",37.593017,127.091182
"1.8GHz(20M)","1-20247-5",37.6149,127.114162
"1.8GHz(20M)","1-20247-8",37.600783,127.077784
"800MHz","1-21622-0",37.59905,127.071546
"800MHz","1-21622-10",37.5741,127.081155
"800MHz","1-21622-11",37.597167,127.088825
"1.8GHz(20M)","1-21622-12",37.59905,127.071546
"1.8GHz(20M)","1-21622-13",37.5741,127.081155
"1.8GHz(20M)","1-21622-14",37.597167,127.088825
"2.1GHz(20M)","1-21622-15",37.5995,127.071622
"2.1GHz(20M)","1-21622-16",37.5741,127.081155
"2.1GHz(20M)","1-21622-17",37.597217,127.088827
"800MHz","1-21622-2",37.5823,127.080929
"1.8GHz(20M)","1-21622-3",37.59905,127.071546
"1.8GHz(20M)","1-21622-4",37.582333,127.083694
"1.8GHz(20M)","1-21622-5",37.5823,127.080929
"2.1GHz(20M)","1-21622-6",37.5995,127.071622
"2.1GHz(20M)","1-21622-7",37.582333,127.083694
"800MHz","1-21622-9",37.59905,127.071546
"800MHz","1-21911-0",37.615,127.077497
"800MHz","1-21911-1",37.59,127.091233
"800MHz","1-21911-10",37.631167,127.083281
"800MHz","1-21911-11",37.604667,127.075986
"1.8GHz(20M)","1-21911-12",37.615,127.077497
"1.8GHz(20M)","1-21911-13",37.631733,127.08313
"1.8GHz(20M)","1-21911-14",37.604667,127.075986
"2.1GHz(20M)","1-21911-15",37.615,127.077497
"2.1GHz(20M)","1-21911-16",37.631733,127.08313
"2.1GHz(20M)","1-21911-17",37.604667,127.075708
"800MHz","1-21911-2",37.607333,127.076547
"1.8GHz(20M)","1-21911-3",37.615,127.077497
"1.8GHz(20M)","1-21911-4",37.59,127.091233
"1.8GHz(20M)","1-21911-5",37.607333,127.076547
"2.1GHz(20M)","1-21911-6",37.604217,127.077417
"2.1GHz(20M)","1-21911-7",37.59,127.091233
"2.1GHz(20M)","1-21911-8",37.607333,127.076547
"800MHz","1-21911-9",37.615,127.077497
"800MHz","1-21912-0",37.585,127.079944
"800MHz","1-21912-1",37.590833,127.080161
"800MHz","1-21912-10",37.5985,127.080952
"800MHz","1-21912-11",37.596667,127.075528
"1.8GHz(20M)","1-21912-12",37.603333,127.074028
"1.8GHz(20M)","1-21912-13",37.5985,127.080397
"1.8GHz(20M)","1-21912-14",37.596667,127.075528
"2.1GHz(20M)","1-21912-15",37.603333,127.074028
"2.1GHz(20M)","1-21912-16",37.5985,127.080397
"2.1GHz(20M)","1-21912-17",37.596667,127.075528
"800MHz","1-21912-2",37.585,127.079944
"1.8GHz(20M)","1-21912-3",37.591167,127.079722
"1.8GHz(20M)","1-21912-4",37.590833,127.080161
"1.8GHz(20M)","1-21912-5",37.591167,127.079722
"2.1GHz(20M)","1-21912-6",37.591167,127.079722
"2.1GHz(20M)","1-21912-7",37.590833,127.080161
"2.1GHz(20M)","1-21912-8",37.591167,127.079722
"800MHz","1-21912-9",37.61,127.073968
"800MHz","1-22035-0",37.60945,127.106292
"800MHz","1-22035-1",37.606383,127.090805
"800MHz","1-22035-10",37.6026,127.109125
"800MHz","1-22035-11",37.621333,127.105709
"1.8GHz(20M)","1-22035-12",37.5835,127.078339
"1.8GHz(20M)","1-22035-13",37.591167,127.079722
"1.8GHz(20M)","1-22035-14",37.60185,127.099475
"1.8GHz(20M)","1-22035-15",37.583633,127.093359
"1.8GHz(20M)","1-22035-16",37.6026,127.109125
"1.8GHz(20M)","1-22035-17",37.623067,127.106381
"800MHz","1-22035-18",37.5835,127.078339
"800MHz","1-22035-19",37.591167,127.079722
"800MHz","1-22035-2",37.5839,127.084174
"800MHz","1-22035-20",37.6164,127.094809
"800MHz","1-22035-27",37.583633,127.093359
"800MHz","1-22035-28",37.6026,127.109125
"800MHz","1-22035-29",37.623067,127.106381
"1.8GHz(20M)","1-22035-3",37.60945,127.106292
"1.8GHz(20M)","1-22035-4",37.606383,127.090805
"1.8GHz(20M)","1-22035-5",37.5839,127.084174
"1.8GHz(20M)","1-22035-6",37.623067,127.106381
"1.8GHz(20M)","1-22035-7",37.6026,127.109125
"1.8GHz(20M)","1-22035-8",37.621333,127.105709
"800MHz","1-22035-9",37.623067,127.106381
"800MHz","1-22850-0",37.615,127.077275
"800MHz","1-22850-1",37.596833,127.071703
"800MHz","1-22850-10",37.595,127.074033
"800MHz","1-22850-11",37.606,127.079978
"1.8GHz(20M)","1-22850-12",37.600283,127.077247
"1.8GHz(20M)","1-22850-13",37.595,127.074033
"1.8GHz(20M)","1-22850-14",37.604133,127.079817
"2.1GHz(20M)","1-22850-17",37.612967,127.079894
"800MHz","1-22850-2",37.579667,127.080703
"1.8GHz(20M)","1-22850-3",37.615,127.077275
"1.8GHz(20M)","1-22850-4",37.596833,127.071703
"1.8GHz(20M)","1-22850-5",37.579667,127.080703
"2.1GHz(20M)","1-22850-6",37.615,127.077275
"2.1GHz(20M)","1-22850-7",37.596833,127.071703
"2.1GHz(20M)","1-22850-8",37.579667,127.080703
"800MHz","1-22850-9",37.600283,127.077247
"800MHz","1-22851-0",37.616833,127.088328
"800MHz","1-22851-1",37.594333,127.080139
"800MHz","1-22851-10",37.593833,127.078746
"800MHz","1-22851-11",37.585167,127.077878
"1.8GHz(20M)","1-22851-12",37.616333,127.087458
"1.8GHz(20M)","1-22851-13",37.593833,127.079023
"1.8GHz(20M)","1-22851-14",37.598283,127.076643
"2.1GHz(20M)","1-22851-15",37.616333,127.087458
"2.1GHz(20M)","1-22851-16",37.593833,127.078746
"800MHz","1-22851-2",37.570833,127.078169
"1.8GHz(20M)","1-22851-3",37.616833,127.088328
"1.8GHz(20M)","1-22851-4",37.594333,127.080139
"1.8GHz(20M)","1-22851-5",37.571033,127.078162
"2.1GHz(20M)","1-22851-7",37.594333,127.080139
"2.1GHz(20M)","1-22851-8",37.571033,127.078162
"800MHz","1-22851-9",37.613667,127.086906
"800MHz","1-24083-1",37.584867,127.074736
"1.8GHz(20M)","1-24083-12",37.596667,127.073203
"1.8GHz(20M)","1-24083-13",37.58855,127.078536
"1.8GHz(20M)","1-24083-14",37.603333,127.074028
"800MHz","1-24083-18",37.596667,127.073203
"800MHz","1-24083-19",37.58855,127.078536
"800MHz","1-24083-2",37.590167,127.099639
"800MHz","1-24083-20",37.603333,127.074028
"800MHz","1-24083-27",37.610217,127.094222
"1.8GHz(20M)","1-24083-3",37.593333,127.081364
"1.8GHz(20M)","1-24083-4",37.584867,127.074736
"1.8GHz(20M)","1-24083-5",37.590167,127.099639
"1.8GHz(20M)","1-24083-6",37.585517,127.073373
"800MHz","1-24083-9",37.585517,127.073373
"800MHz","1-24714-0",37.59125,127.081482
"800MHz","1-24714-1",37.572517,127.086261
"800MHz","1-24714-11",37.588833,127.083917
"1.8GHz(20M)","1-24714-12",37.585117,127.081768
"1.8GHz(20M)","1-24714-13",37.5727,127.082423
"1.8GHz(20M)","1-24714-14",37.583417,127.096113
"1.8GHz(20M)","1-24714-16",37.5846,127.07584
"800MHz","1-24714-18",37.585117,127.081768
"800MHz","1-24714-19",37.5727,127.082423
"800MHz","1-24714-2",37.589667,127.076894
"800MHz","1-24714-20",37.583417,127.096113
"800MHz","1-24714-28",37.5846,127.07584
"1.8GHz(20M)","1-24714-3",37.59125,127.081482
"1.8GHz(20M)","1-24714-4",37.572517,127.086261
"1.8GHz(20M)","1-24714-5",37.589667,127.076894
"1.8GHz(20M)","1-24714-8",37.588833,127.083917
"800MHz","1-24715-0",37.594333,127.082694
"800MHz","1-24715-1",37.579667,127.084647
"800MHz","1-24715-10",37.579833,127.080414
"1.8GHz(20M)","1-24715-12",37.575667,127.082139
"1.8GHz(20M)","1-24715-13",37.579833,127.080414
"2.1GHz(20M)","1-24715-15",37.575667,127.082139
"2.1GHz(20M)","1-24715-16",37.579833,127.080414
"800MHz","1-24715-2",37.582833,127.079697
"1.8GHz(20M)","1-24715-3",37.594333,127.082694
"1.8GHz(20M)","1-24715-4",37.579667,127.084647
"1.8GHz(20M)","1-24715-5",37.582833,127.079419
"2.1GHz(20M)","1-24715-6",37.594333,127.082694
"2.1GHz(20M)","1-24715-7",37.579667,127.084647
"2.1GHz(20M)","1-24715-8",37.582833,127.079419
"800MHz","1-24715-9",37.575667,127.082139
"800MHz","1-24716-0",37.59685,127.100139
"800MHz","1-24716-1",37.59685,127.100139
"800MHz","1-24716-10",37.6126,127.100765
"800MHz","1-24716-11",37.5815,127.089488
"1.8GHz(20M)","1-24716-12",37.59685,127.100139
"1.8GHz(20M)","1-24716-13",37.6126,127.100765
"1.8GHz(20M)","1-24716-14",37.578333,127.089639
"2.1GHz(20M)","1-24716-15",37.59685,127.100139
"2.1GHz(20M)","1-24716-16",37.6126,127.100765
"2.1GHz(20M)","1-24716-17",37.5815,127.089488
"800MHz","1-24716-2",37.595,127.097872
"1.8GHz(20M)","1-24716-3",37.59685,127.100139
"1.8GHz(20M)","1-24716-4",37.59685,127.100139
"1.8GHz(20M)","1-24716-5",37.595,127.097872
"2.1GHz(20M)","1-24716-7",37.59685,127.100139
"2.1GHz(20M)","1-24716-8",37.595,127.097872
"800MHz","1-24716-9",37.59685,127.100139
"800MHz","1-24717-0",37.586333,127.085761
"800MHz","1-24717-1",37.597333,127.094283
"800MHz","1-24717-10",37.58995,127.097334
"800MHz","1-24717-11",37.592333,127.096747
"1.8GHz(20M)","1-24717-12",37.596367,127.084278
"1.8GHz(20M)","1-24717-13",37.58995,127.097334
"1.8GHz(20M)","1-24717-14",37.592333,127.096747
"2.1GHz(20M)","1-24717-15",37.596367,127.084278
"2.1GHz(20M)","1-24717-16",37.58995,127.097334
"2.1GHz(20M)","1-24717-17",37.592333,127.096747
"800MHz","1-24717-2",37.598917,127.096805
"1.8GHz(20M)","1-24717-3",37.586333,127.085761
"1.8GHz(20M)","1-24717-4",37.599183,127.094258
"1.8GHz(20M)","1-24717-5",37.598917,127.096805
"2.1GHz(20M)","1-24717-6",37.586333,127.085761
"2.1GHz(20M)","1-24717-7",37.599183,127.094258
"2.1GHz(20M)","1-24717-8",37.598917,127.096805
"800MHz","1-24717-9",37.596367,127.084278
"800MHz","1-24718-0",37.6025,127.098172
"800MHz","1-24718-1",37.603833,127.097003
"800MHz","1-24718-10",37.6055,127.099319
"800MHz","1-24718-11",37.6039,127.098839
"1.8GHz(20M)","1-24718-12",37.610217,127.102161
"1.8GHz(20M)","1-24718-13",37.6055,127.099597
"1.8GHz(20M)","1-24718-14",37.6039,127.098839
"2.1GHz(20M)","1-24718-15",37.610217,127.102161
"2.1GHz(20M)","1-24718-16",37.6106,127.099419
"2.1GHz(20M)","1-24718-17",37.6039,127.098839
"800MHz","1-24718-2",37.6122,127.101056
"1.8GHz(20M)","1-24718-3",37.6025,127.099283
"1.8GHz(20M)","1-24718-4",37.603833,127.097003
"1.8GHz(20M)","1-24718-5",37.6122,127.101612
"2.1GHz(20M)","1-24718-6",37.6025,127.099283
"2.1GHz(20M)","1-24718-7",37.603833,127.097003
"2.1GHz(20M)","1-24718-8",37.6122,127.101056
"800MHz","1-24718-9",37.610217,127.102161
"800MHz","1-25169-0",37.61615,127.095597
"800MHz","1-25169-1",37.601833,127.096358
"800MHz","1-25169-10",37.6164,127.094809
"800MHz","1-25169-11",37.613317,127.091602
"1.8GHz(20M)","1-25169-12",37.606983,127.093481
"1.8GHz(20M)","1-25169-13",37.6164,127.094809
"1.8GHz(20M)","1-25169-14",37.613317,127.091602
"2.1GHz(20M)","1-25169-15",37.606983,127.093481
"2.1GHz(20M)","1-25169-16",37.6164,127.094809
"800MHz","1-25169-2",37.607667,127.094522
"1.8GHz(20M)","1-25169-3",37.595167,127.0849
"1.8GHz(20M)","1-25169-4",37.601833,127.096358
"1.8GHz(20M)","1-25169-5",37.603333,127.093992
"2.1GHz(20M)","1-25169-6",37.61615,127.095597
"2.1GHz(20M)","1-25169-7",37.601833,127.096358
"2.1GHz(20M)","1-25169-8",37.602333,127.093452
"800MHz","1-25169-9",37.606983,127.092926
"800MHz","1-25170-0",37.597367,127.07617
"800MHz","1-25170-1",37.597367,127.07617
"800MHz","1-25170-10",37.583433,127.074445
"800MHz","1-25170-11",37.585833,127.073306
"1.8GHz(20M)","1-25170-12",37.58635,127.075052
"1.8GHz(20M)","1-25170-13",37.583433,127.074445
"1.8GHz(20M)","1-25170-14",37.585833,127.073306
"2.1GHz(20M)","1-25170-17",37.585833,127.073306
"1.8GHz(20M)","1-25170-3",37.597367,127.07617
"1.8GHz(20M)","1-25170-4",37.597367,127.07617
"2.1GHz(20M)","1-25170-6",37.597367,127.07617
"2.1GHz(20M)","1-25170-7",37.597367,127.07617
"800MHz","1-25170-9",37.58635,127.075052
"800MHz","1-25411-0",37.61,127.074717
"800MHz","1-25411-1",37.607333,127.076331
"800MHz","1-25411-10",37.613333,127.080236
"800MHz","1-25411-11",37.606167,127.080453
"1.8GHz(20M)","1-25411-12",37.614,127.073583
"1.8GHz(20M)","1-25411-13",37.613333,127.080236
"1.8GHz(20M)","1-25411-14",37.606167,127.080453
"2.1GHz(20M)","1-25411-15",37.614,127.073583
"2.1GHz(20M)","1-25411-16",37.608333,127.080173
"1.8GHz(20M)","1-25411-3",37.6049,127.074381
"1.8GHz(20M)","1-25411-4",37.607333,127.076331
"2.1GHz(20M)","1-25411-6",37.6049,127.074381
"800MHz","1-25411-9",37.612167,127.073528
"800MHz","1-25412-1",37.611667,127.070353
"800MHz","1-25412-10",37.613833,127.070411
"800MHz","1-25412-11",37.607667,127.070539
"1.8GHz(20M)","1-25412-13",37.613833,127.070411
"1.8GHz(20M)","1-25412-14",37.613833,127.070411
"2.1GHz(20M)","1-25412-16",37.613833,127.070411
"2.1GHz(20M)","1-25412-17",37.607667,127.071361
"800MHz","1-25412-2",37.613417,127.070996
"1.8GHz(20M)","1-25412-4",37.604,127.070425
"1.8GHz(20M)","1-25412-5",37.613417,127.070996
"2.1GHz(20M)","1-25412-7",37.604,127.070425
"2.1GHz(20M)","1-25412-8",37.613417,127.070996
"800MHz","1-25413-0",37.6195,127.091278
"800MHz","1-25413-1",37.624067,127.09396
"800MHz","1-25413-1",37.610217,127.094222
"800MHz","1-25413-11",37.614617,127.099682
"1.8GHz(20M)","1-25413-12",37.605217,127.092905
"1.8GHz(20M)","1-25413-14",37.614617,127.099682
"2.1GHz(20M)","1-25413-15",37.605217,127.092905
"2.1GHz(20M)","1-25413-17",37.614617,127.099682
"800MHz","1-25413-2",37.602133,127.096301
"1.8GHz(20M)","1-25413-3",37.6195,127.091278
"1.8GHz(20M)","1-25413-4",37.624067,127.09396
"1.8GHz(20M)","1-25413-4",37.624067,127.09396
"1.8GHz(20M)","1-25413-5",37.602133,127.096301
"2.1GHz(20M)","1-25413-6",37.61955,127.091279
"2.1GHz(20M)","1-25413-7",37.6074,127.094238
"2.1GHz(20M)","1-25413-7",37.624067,127.09396
"2.1GHz(20M)","1-25413-8",37.602133,127.096301
"800MHz","1-25413-9",37.605217,127.092905
"800MHz","1-25414-0",37.582417,127.082338
"800MHz","1-25414-10",37.57,127.088556
"800MHz","1-25414-11",37.579283,127.09121
"1.8GHz(20M)","1-25414-12",37.573833,127.083917
"1.8GHz(20M)","1-25414-13",37.57,127.088556
"1.8GHz(20M)","1-25414-14",37.579283,127.09121
"2.1GHz(20M)","1-25414-15",37.573833,127.083917
"2.1GHz(20M)","1-25414-16",37.57,127.088556
"800MHz","1-25414-2",37.57,127.088556
"1.8GHz(20M)","1-25414-3",37.582417,127.082338
"1.8GHz(20M)","1-25414-4",37.573017,127.082357
"1.8GHz(20M)","1-25414-5",37.57,127.088556
"2.1GHz(20M)","1-25414-6",37.582417,127.082338
"2.1GHz(20M)","1-25414-8",37.57,127.088556
"800MHz","1-25414-9",37.573833,127.083917
"800MHz","1-25415-0",37.589583,127.092532
"800MHz","1-25415-1",37.594933,127.088188
"800MHz","1-25415-10",37.583383,127.086945
"800MHz","1-25415-11",37.596667,127.089528
"1.8GHz(20M)","1-25415-12",37.59,127.091472
"1.8GHz(20M)","1-25415-13",37.583383,127.086945
"1.8GHz(20M)","1-25415-14",37.596667,127.089528
"800MHz","1-25415-2",37.589833,127.083014
"1.8GHz(20M)","1-25415-3",37.589583,127.092532
"1.8GHz(20M)","1-25415-4",37.594933,127.088188
"1.8GHz(20M)","1-25415-5",37.589833,127.083014
"2.1GHz(20M)","1-25415-7",37.595,127.088222
"2.1GHz(20M)","1-25415-8",37.589833,127.083014
"800MHz","1-25415-9",37.59,127.091472
"800MHz","1-25416-0",37.605167,127.105331
"800MHz","1-25416-1",37.594833,127.104761
"800MHz","1-25416-10",37.5946,127.104
"800MHz","1-25416-11",37.610333,127.111017
"1.8GHz(20M)","1-25416-12",37.592033,127.082583
"1.8GHz(20M)","1-25416-13",37.5946,127.104
"1.8GHz(20M)","1-25416-14",37.610333,127.111017
"2.1GHz(20M)","1-25416-15",37.592033,127.082583
"2.1GHz(20M)","1-25416-16",37.5946,127.104
"2.1GHz(20M)","1-25416-17",37.610333,127.111017
"800MHz","1-25416-2",37.594667,127.094797
"1.8GHz(20M)","1-25416-3",37.605167,127.105331
"1.8GHz(20M)","1-25416-4",37.594833,127.104761
"1.8GHz(20M)","1-25416-5",37.594667,127.094797
"2.1GHz(20M)","1-25416-6",37.605167,127.105331
"2.1GHz(20M)","1-25416-7",37.594833,127.104761
"800MHz","1-25416-9",37.592033,127.082583
"800MHz","1-25417-0",37.596833,127.072472
"800MHz","1-25417-1",37.585667,127.093486
"800MHz","1-25417-10",37.5935,127.088928
"800MHz","1-25417-11",37.591767,127.086192
"1.8GHz(20M)","1-25417-12",37.588967,127.084199
"1.8GHz(20M)","1-25417-13",37.5935,127.088928
"1.8GHz(20M)","1-25417-14",37.591767,127.086192
"2.1GHz(20M)","1-25417-15",37.588967,127.084199
"2.1GHz(20M)","1-25417-16",37.5935,127.088928
"2.1GHz(20M)","1-25417-17",37.591767,127.086192
"800MHz","1-25417-2",37.585833,127.085972
"1.8GHz(20M)","1-25417-3",37.596833,127.072472
"1.8GHz(20M)","1-25417-4",37.585667,127.093486
"1.8GHz(20M)","1-25417-5",37.585833,127.085972
"2.1GHz(20M)","1-25417-6",37.596833,127.072472
"2.1GHz(20M)","1-25417-7",37.585667,127.093486
"2.1GHz(20M)","1-25417-8",37.585833,127.085972
"800MHz","1-25417-9",37.588967,127.084199
"800MHz","1-25418-0",37.595367,127.093228
